epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_ra,mae_declination,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_ra,r2_declination,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_ra,std_ratio_declination,std_ratio_coa_phase
30,merger_early,2500,1.40569,0.0131272,0.864481,1.57257,0.52154,1.55406,0.927965,0.64358,0.771779,0.00285154,0.158237,0.0118566,1.05778,1.09437,0.910646,0,0.374974,4.89193e-16
30,merger_late,2500,1.41578,0.0129891,0.831426,1.58242,0.522308,1.58985,0.923742,0.644287,0.798309,-0.0306807,0.158834,-0.0367794,1.04213,1.00896,0.888104,2.04511e-09,0.371053,4.93422e-16
30,q_low,1667,1.5088,0.0130527,0.838177,1.5615,0.516198,1.55098,0.755526,0.914094,0.790488,0.0143921,0.175683,0.0241974,1.13654,0.978071,0.896203,6.08156e-17,0.373162,4.87623e-16
30,q_mid,1666,1.33247,0.0131964,0.844796,1.60207,0.518833,1.57376,0.914666,0.906437,0.785889,-0.0697497,0.156706,-0.0247843,1.08015,0.986418,0.905299,2.39961e-09,0.383173,4.94047e-16
30,q_high,1667,1.39089,0.0129253,0.860884,1.56892,0.530739,1.59113,0.947836,0.909861,0.778957,0.0116467,0.144259,-0.0371664,1.0533,0.98979,0.89671,8.0497e-10,0.385341,4.92328e-16
30,q_low_mchirp_low,1241,1.36702,0.0132136,0.845953,1.56041,0.50869,1.56018,0.523151,0.910305,0.787158,0.0412405,0.170034,0.00114112,1.19862,0.971038,0.893051,0,0.361428,4.9049e-16
30,q_low_mchirp_high,426,1.92183,0.0125841,0.815524,1.56468,0.538068,1.52416,-0.77318,0.925297,0.800245,-0.0773451,0.188625,0.087474,1.38409,0.999296,0.905341,6.31259e-17,0.403161,4.79792e-16
30,q_high_mchirp_low,544,0.946347,0.0154783,0.880605,1.56476,0.559205,1.56719,0.852528,0.857733,0.759465,0.0279742,0.0562312,0.0022062,0.949659,0.944268,0.913251,1.40678e-09,0.300735,9.8291e-16
30,q_high_mchirp_high,1123,1.60624,0.0116886,0.851331,1.57093,0.516949,1.60273,0.802239,0.933958,0.788007,0.0036841,0.187126,-0.0565816,1.11574,1.00932,0.888902,0,0.420103,9.85619e-16
35,full,5000,1.81317,0.0130955,0.827231,1.57749,0.520809,1.57195,0.898845,0.912449,0.791851,-0.0135357,0.160597,-0.0121996,1.08249,0.995342,0.937983,5.26612e-09,0.427099,4.91281e-16
