epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_sky_position,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_sky_position,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_sky_position,std_ratio_coa_phase
45,mchirp_low,2500,1.20365,0.0492874,0.957931,1.38681,1.55035,0.743624,0.00131409,0.715414,0.139774,0.0186432,0.988852,0.0287934,0.969984,0.838507,1.09793
45,mchirp_high,2500,1.53686,0.0493144,0.937222,1.41506,1.57116,0.682367,-0.00100425,0.734323,0.156197,-0.00895981,1.0661,0.0270147,0.953502,0.908881,1.09825
45,merger_early,2500,1.38294,0.0484773,0.97102,1.41882,1.58459,0.907928,-2.96656,0.711702,0.147311,-0.00806283,0.967724,0.0568908,0.967532,0.880756,1.09395
45,merger_late,2500,1.35757,0.0501245,0.924134,1.38304,1.53693,0.913106,-2.96013,0.737816,0.148623,0.0182459,0.962562,0.0555797,0.956586,0.907284,1.10235
45,q_low,1667,1.21099,0.0494095,0.927842,1.40703,1.5553,0.831792,0.00231651,0.740378,0.112946,0.0352085,1.03355,0.025817,0.951611,0.915108,1.07932
45,q_mid,1666,1.31757,0.0494268,0.93514,1.39804,1.58095,0.896685,-0.00252964,0.730107,0.150084,-0.0251695,1.00008,0.0269456,0.969198,0.908164,1.10515
45,q_high,1667,1.58217,0.0490664,0.97974,1.39772,1.54603,0.907469,-6.29087e-05,0.703668,0.180682,0.0038902,0.967742,0.0301396,0.965736,0.854754,1.11008
45,q_low_mchirp_low,1241,1.18083,0.0494197,0.933193,1.40193,1.54157,0.67336,0.00153811,0.73769,0.128389,0.0399561,1.10376,0.0263603,0.948666,0.87123,1.07874
45,q_low_mchirp_high,426,1.29883,0.0493801,0.912254,1.42191,1.5953,-0.229674,0.00304938,0.748252,0.0630453,0.0209943,1.43448,0.0240013,0.960002,1.00347,1.08143
45,q_high_mchirp_low,544,1.3145,0.0485759,1.05284,1.38394,1.52909,0.747033,-0.00878717,0.648386,0.156694,0.0285245,0.86291,0.0323802,0.983223,0.762627,1.12746
